title,is_complite,genre,author,synopsis,price,total_episode,comment,img_link
어센딩 블레이드 [단행본],완결,현판,이형석,"2019년 3월.

대변혁의 시발점이 된 퍼스트 드림(First Dream).

그리고 인류로부터 명명된 거대한 등대 파렐(Pharel)이 눈앞에 나타나다.

2030년 11월.

퍼스트 드림의 마지막 각성자 최수현. 인류의 희망을 안은 최후의 파렐 원정대에 징집되다!!",9,9,34,https://comicthumb-phinf.pstatic.net/20160201_166/pocket_1454309211373UjICa_JPEG/00.jpg?type=m260
왕과 정령,완결,로판,해난,"거대한 스토리라인의 판타지, 그 환상적인 풍광 속으로.

마치 피할 수 없는 사막의 모래바람처럼 흙먼지 냄새가 풍겨오는 것만 같다. 다분히 그냥 지나쳐 가버릴 확률이 높은 부분조차 작가는 섬세한 묘사를 꼼꼼히 채워 넣었다. 그래서 읽는 맛이 좋다. 그렇다고 주구장창 배경만 늘어놓는 것이 아니라 적당한 선에서 끊고 스토리를 진행시키는 힘이 뛰어나 거대한 이야기 구조임에도 서투르지 않게 독자들을 이끌고 간다. 영악함보다는 진실성과 확실한 구조로 짜인 설계는 그 어떤 판타지와 비교하여 떨어지지 않는다. 오히려 소재의 특별함에서 오는 흥미로움을 그저 ‘흥미’로 끝나는 것이 아닌 매우 중요한 축으로 만들며 중심을 탄탄히 잡아 훌륭한 스토리텔링으로 작가적 가능성을 보여준다. 재밌을법한 소재를 던져놓고 흐지부지해버리는 것과는 완전히 다르게, ‘왕과 정령’은 그 제목처럼 순수하지만 깊은 울림을 전해준다.

진지하게, 그러나 너무 무겁지 않게, 재미있는 로맨스판타지.

코미디에서 가장 중요한 부분은 넘치지 않아야 한다는 점이다. 넘치게 되면 일단 반발감이 생기고, 반발감이 한번 자리 잡으면 코미디는 힘을 잃는다. 판타지도 마찬가지다. 어느 일부분이 지나치게 넘치면 읽는 이로 하여금 이른바 ‘정나미’가 떨어져 더 읽을 기분이 안 생긴다. 너무 현실과 동떨어진 이야기를 자신의 세계관인양 강제로 주입시키려 들면 밀어내는 건 당연하다. ‘왕과 정령’은 고등학교 여학생의 삶과 밀접하게 닿아있으면서도 누구나 꾸는 ‘꿈’이라는 소재를 이용하여 편안하게 이야기를 풀어가며, 한번쯤 꿈꾸는 일탈, 혹은 자유에 대한 갈망을 글의 내용 중 고딕스런 취미를 가진 친구에게 받은 책 한권에 슬며시 얹어 이해와 공감에 무리 없이 고개를 끄덕이게 한다. 그러면서도 로맨틱한 무드를 잃지 않음으로써 로맨스를 좋아하는 독자층에게도 무리 없이 다가갈 수 있다는 큰 장점이 있다. 판타지를 전혀 읽어보지 않은 독자에게 권하더라도 재미있게 읽을 수 있으며, 굳이 장르적 특성을 타지 않는 즐거움으로 독자들에게 꽤나 괜찮은 환상과 대리만족을 준다. 진지하지만 무겁지 않고, 그러면서도 재미를 놓치지 않는 두 마리 토끼를 잡아버린 ‘왕과 정령’.",1,267,75,https://comicthumb-phinf.pstatic.net/20150519_213/pocket_1432012709863CICmA_JPEG/1%BF%D5%B0%FA_%C1%A4%B7%C9.jpg?type=m260
나 혼자 999레벨 [단행본],완결,현판,원버넘,"죽을 뻔한 위기를 넘기고 베일 대륙으로 차원이동한 이강수.
그곳에서 네크로맨서가 되어 얻은 모든 것을 버리고, 다시 고향 서울로 돌아오는데......
아무도 넘볼 수 없는 999레벨,
최강 헌터 이강수에게 불가능이란 없다!",10,18,62,https://comicthumb-phinf.pstatic.net/20161010_231/pocket_1476091841131pqaG6_JPEG/---9996-3.jpg?type=m260
개척자 [단행본],완결,현판,강준현,"『복수의 길』의 강준현 작가가 선보이는
2015년 특급 신작!

글로벌 기업의 총수, 준영.
갑자기 찾아온 몽유병과 알 수 없는 상황들.

“…누구냐, 넌?”

조각 같던 몸도
엄청난 돈도
뛰어난 머리도
모.두. 사라졌다!

스스로 알 수 없는 낯선 대한민국에서 다시 시작해야 하는 준영.

“젠장! 그래, 이렇게 산다!
대신 나중에 바꾸자고 하면 절대 안 바꿔!”

그는 과연 이 상황을 극복하고 자신의 운명을
새롭게 개척해 나갈 수 있을 것인가!",9,9,29,https://comicthumb-phinf.pstatic.net/20150821_273/pocket_14401327309582nAbA_JPEG/_9.jpg?type=m260
용병가,완결,판타지,이모탈,"말기암에 걸려 게임에 빠져살던 한 청년이
레반트란 소년을 만난다.

그리고 그가 게임에서 얻은 모든 것을
레반트에게 알려주고
레반트는 자신의 세계에서 새로운 영웅으로
눈을 뜬다!

용병의 노래가 된 그를 주목하라!
가슴 뜨거운 그 용병가를!",1,172,31,https://comicthumb-phinf.pstatic.net/20140605_224/pocket_1401944967792hIdCE_JPEG/%BF%EB%BA%B4%B0%A1.jpg?type=m260
옷 잘 입는 여자,완결,로맨스,비낭자,"거대한 옷방에 명품으로 가득 채우며 살던 소율.
아빠의 사업 실패로 졸지에 바닥으로 추락한다.
옷가게에 점원으로 일하게 되면서 처음으로 지옥과 같은 세상과 맞닥뜨린다.
그나마 옆가게 카페사장과 동대문아저씨가 위안이 된다.",1,228,49,https://comicthumb-phinf.pstatic.net/20150610_176/pocket_1433919371542WDgH1_JPEG/------.jpg?type=m260
더 세틀러 [단행본],완결,판타지,이위,"화성 테라포밍 원정단이 어디론가 사라진다.

“우리에게 돌아갈 곳은 없다.”

원정단이 도착한 곳은 태양계가 아닌 다른 항성계.

“우리의 목적은 침략이 아니에요.”

깨어진 알의 진실.
원정단은 누구도 알지 못하는 세계의 진실과 마주하게 된다.

“저것이…달의 정체인가.”",9,8,67,https://comicthumb-phinf.pstatic.net/20140828_258/pocket_1409207754239P3Hgc_JPEG/142236_8.jpg?type=m260
워리어 [단행본],완결,판타지,중걸,"용감히 행동하며 권력에 굴복해 불의와 타협하지 않으며 예의와 신의를 지키며 아는 이와 모르는 이를 차별하지 않으며 약한 자를 도우며 오로지 정의에 따른다.

중걸의 판타지 장편 소설 『워리어』",9,7,43,https://comicthumb-phinf.pstatic.net/20130508_279/pocket_1367973451395peAN1_JPEG/130402504.jpg?type=m260
회사원 마스터,완결,현판,에바트리체,"지상 최강의 넥타이 부대가 온다!
희대의 달변가라 불리던 레이폰. 난데없이 새로운 인생을 살게 되는데...
신조차 속일 수 있다는 화술의 달인이 대기업에서 살아남기 위해 몸부림친다!
말단 사원에서 최정상 회장 자리까지 일직선 승진행을 노린다!",1,253,16,https://comicthumb-phinf.pstatic.net/20151125_228/pocket_1448439581111Ixjcn_JPEG/___re.jpg?type=m260
풍운객잔 [단행본],완결,무협,주비,"전장의 붉은 악귀 장기린. 북로전쟁에서 13년 동안 피 튀기는 싸움만 하며 살았다. ""평범하게 살거라."" 대장군이 남긴 마지막 한마디.
""평범한 생활의 최고봉이 바로 객잔 주인이라구요!""
대(隊)의 막내가 해 준 한마디 조언. 그 말만 믿고 항주까지 왔다. 그런데 웬걸. 어째서 '평범한 생활'이 전쟁보다 더 어려운 것일까?",9,18,98,https://comicthumb-phinf.pstatic.net/20150924_255/pocket_1443078182051UpTOy_JPEG/18.jpg?type=m260
프리 나이트 [단행본],완결,판타지,김광수,"김광수 퓨전 판타지 장편소설 <프리 나이트>

대무당의 제자인 영호웅은 오직 한자루 검과 스승 앞에서만 눈물을 보였다.
사랑하는 여인과 헤어진 후 애검 묵룡을 움켜잡고 다시는 사랑을 하지 않으리라 굳은 맹세를 한다.
하지만 또 속절없이 찾아온 사랑 앞에 갇힌 영호웅의 운명은‥‥‥. 그의 처절하리만큼 아름다운 사랑 이야기가 또다시 시작된다.",9,9,37,https://comicthumb-phinf.pstatic.net/20140929_51/pocket_1411994098764pztyW_JPEG/%C7%C1%B8%AE%B3%AA%C0%CC%C6%AE%C7%A5%C1%F6_09.jpg?type=m260
무명계 [단행본],완결,무협,송진용,"""하이텔 무림동에 야차맹(夜叉盟)이란 제목으로 8개월 간 연재.
많은 무협매니아들을 열광케 한 화제작 무명계!




깜깜한 암흑의 세계에 내던져진 온갖 인간 군상들.

그들의 탐욕과 어리석음이 그려낸 지옥의 풍경을 뚫고 한 사내가 희망의 빛을 찾는 위대한 싸움을 시작한다!

부패한 토호를 죽이고 자수하여

죽은 자만이 벗어날 수 있다는 저주의 땅.

적철산에 유폐된 강인하고 정의로운 남자 하루량!

그가 천고의 보물 태을보전을 둘러싸고 벌이는 강호의 아수라장 속에서 인간의 참된 보물,자유와 사랑을 지키기 위한 투쟁에 뛰어든다.



그는 과연 이 무명계를 밝히는 한 줄기 빛이 될 수 있을까?""",9,6,16,https://comicthumb-phinf.pstatic.net/20140407_195/pocket_1396836896978e6PK6_JPEG/6.jpg?type=m260
하얀 로냐프강 [개정판] [단행본],완결,판타지,이상균,"한국 판타지의 수작, ‘하얀 로냐프강’이 개정판으로 돌아왔다!

출간 이후 30만부 이상 판매되어 화제가 되었던 이상균 작가의 ‘하얀 로냐프강’이
시대의 흐름에 맞춰 새롭게 태어났다.

최고의 기사 퀴트린은 개선장군으로 당당하게 조국으로 돌아온다.
그를 기다리고 있는 것은 새로운 작위와 긴 휴가였다!
로냐프강으로 향하는 휴가 여행에서 우연히 음유시인 아아젠을 만나고,
귀족인 퀴트린은 천민인 그녀에게 점차 이끌리게 되는데...

전쟁 속에서 피어나는 기사도와 운명적인 사랑이 지금 펼쳐진다!",27,10,96,https://comicthumb-phinf.pstatic.net/20150804_34/pocket_14386725214537J590_JPEG/Cover1.jpg?type=m260
악마학자 [단행본],완결,판타지,유필,"유필 판타지 장편소설『악마학자』 이것은 인류 최고의 악마학자가 펼치는 장대하고 장쾌한 한 편의 영웅담이다! 악마의 진정한 천적, 칼릭스 길리언! 그가 인류의 명운을 건 세일즈를 시작한다!
				",9,6,77,https://comicthumb-phinf.pstatic.net/20150311_98/pocket_142606038832718r4T_JPEG/devil01.jpg?type=m260
마크,완결,판타지,이경훈,"어느날 자주가는 장르문학 사이트에서 날아온 설문조사에 참여한 수호.
다른 세상의 마크의 몸에서 눈을 떴다.
이 모든게 설문조사로 인한 것.
그러다 설문 조사에서 원하는 직업을 마법사에 체크한 것을 기억해낸다.
마법을 익혀 강해지고 스토리를 완수하면 집에 돌아갈 수 있을까?
이제부터 마크의 모험이 시작된다!",1,176,184,https://comicthumb-phinf.pstatic.net/20150918_118/pocket_1442554078522Nkh7i_JPEG/-.jpg?type=m260
보법무적 [단행본],완결,무협,일륜,"12세 소년 등천화와 오십 년 만에 세상에 나온 사부의 만남. 그리고 십 년이 흘러 세상에 나온 엉뚱한 청년의 강호 행보가 시작된다. 어느 누구도 붙잡지 못할 거대한 광풍이 되었기에 그의 십보는 무림인들에게 악몽이 되었다.
				",9,6,13,https://comicthumb-phinf.pstatic.net/20170714_109/pocket_1500021853556FsYs9_JPEG/06.jpg?type=m260
항우 리턴즈 [독점],완결,무협,대성당,"“항익! 어서 일어나!”
무신 항우와 그의 여신 우희.
서로의 목숨을 버린 그들이 400년 후 삼국지 시대에 눈을 떴다.

찬양하라! 전설적인 무신! 일인군단의 항우가 부활했다!",1,216,1048,https://comicthumb-phinf.pstatic.net/20170718_238/pocket_15003470761381wG1A_JPEG/____.jpg?type=m260
연혼벽 [단행본],완결,무협,백연,"<벽력암전, 이원연공, 신창, 무애광검>의 작가 백연! 그가 쓰는 새로운 이야기가 시작된다!
				",9,4,10,https://comicthumb-phinf.pstatic.net/20210305_262/pocket_1614946627079vqzfT_JPEG/192877_0.jpg?type=m260
머나먼 제국 [단행본],완결,판타지,최동환,"<알버크의 작은 영주> <포메른의 제왕>의 작가 최동환
배달족의 정체성을 찾아 파란만장한 역사 속으로의
시간여행이 시작되는 최동환의 첫 번째 장편소설!

<머나먼 제국>

비밀조직 ‘다물’은 언젠가 치우천황께서 말달리던 황하로 돌아가,
지나족에 동화되어 스스로 배달족의 후예임을 잊고 사는 동족들에게
그들의 정체성과 자랑스러운 배달의 역사를 가르쳐주는 것이 목표다.

또한 여러 곳에 흩어져 살면서 갈라져 있는
수많은 배달족들을 통합하여 위대한 제국을 건설해야 한다는 것이
그들의 사명이다.

민족정기의 회복을 외치던 비밀조직 ‘다물’의 수십 년의 노력이
드디어 결실을 맺는다.

명ㆍ청 교체기, 동북아의 혼란 속에 도착한 강현 일행의 행보는...
과연 역사 속에 던져진 그들의 운명은?",3,18,6,https://comicthumb-phinf.pstatic.net/20141027_275/pocket_14143918870053fzDx_JPEG/0-%B8%D3%B3%AA%B8%D5%C1%A6%B1%B9.jpg?type=m260
얼음군주 [단행본],완결,판타지,발렌,"약관의 나이에 북해빙궁 궁주가 된 현경 고수, 설무독. 연인이 죽자 시름에 빠져 있던 그는 전설의 꽃 연리화를 통해 죽은 연인이 환생한 것을 깨닫고 헤매다 이계로 떨어지고 마는데….
				",9,5,36,https://comicthumb-phinf.pstatic.net/20140226_11/pocket_1393396505204AvDgC_JPEG/__05.JPG?type=m260
컴플리트 포워드,완결,현판,유나비,"부상의 악운으로 더 이상 축구를 못하게 된 서준석.하지만, 우연히 과거로 되돌아오는데...
				",1,222,20,https://comicthumb-phinf.pstatic.net/20161107_182/pocket_1478502664802XML8T_JPEG/comp.jpg?type=m260
너와 나의 Romance,완결,로맨스,퓨어안,"친구들은 부러워했다. 등교 할 때 왕자님의 옆자리를 당연하다는 듯이 차지하고 있는 나를. 여자들과 거리를 두는 녀석이 유일하게 친구로 인정한 나를. 그들은 너무 가볍게 생각했던 것이다. 친구라는 이름의 무게와 위치를. 나는 신데렐라를 꿈꾸는 여인들 가운데 가장 불쌍한 여자였다.
				",1,67,23,https://comicthumb-phinf.pstatic.net/20150410_277/pocket_1428651263547iEcuE_JPEG/%C7%BB%BE%EE%BE%C8---%B3%CA%BF%CD-%B3%AA%C0%C7-Romance.jpg?type=m260
패왕악신 [단행본],완결,판타지,김정욱,"""제국 남부를 책임지는 드레이크 변경백령의 소영주, 카이온!
하지만 적의와 증오로 엮인 아버지와의 관계는 철들기 전부터 시작된 살해 위협으로 이어지고 결국 죽어 돌아오라는 노골적인 임무들을 떠안게 되는데……
죽이려는 아버지와 죽지 않으려는 아들의 비정한 전쟁!
정계에까지 발을 뻗은 영악한 아버지의 치밀함에 맞서 제국의 황제에게 정면승부라는 도박을 건 아들은 전장에 뛰어들어 ‘남부의 악신’으로서 위용을 드러내는데…… ‘
이기려는 게 아니다. 살아남기 위해 발악하는 것뿐이지.’
사선에서 익힌 생존의 법칙!
그 처절한 몸부림 속에서 잠자던 악신이 눈을 뜬다! """,9,8,39,https://comicthumb-phinf.pstatic.net/20120702_85/pocket_1341210333580ocly0_JPEG/120601679.jpg?type=m260
검은 꽃에 지고 [단행본],완결,무협,풍백,"한 자루 검을 들어 천하를 압도하니 세인들이 마검이라 부르며 두려워한다. 하나 그것이 또 다른 시작이었구나.
				",9,9,19,https://comicthumb-phinf.pstatic.net/20170619_195/pocket_1497864928973a9ame_JPEG/___9.jpg?type=m260
화산진도 [단행본],완결,무협,참마도,"십인의 충무대는 황제의 명을 받들어 남만 정벌에 나선다.
그들은 구파일방에 속해 있었지만 기나긴 여정에서 살아 돌아온 것은 오직 한명, 전호 현백뿐이었다.
그는 화산에 속한 사람이지만 화산의 무공은 알지 못하고 도(刀)를 다룬다.
십 년 만의 임무 종료, 그리고 귀환하는 길.
운남에서 중원 화산까지 갈길은 멀고 험난 하기만 한데....",9,7,16,https://comicthumb-phinf.pstatic.net/20140612_50/pocket_1402559555350Ik5wJ_JPEG/hsgd07.jpg?type=m260
파천 [개정판] [단행본],완결,무협,서현,"정파무림의 태두, 검성 백무경. 사도련의 하늘, 사황 공사혁. 최강 제자 만들기를 위해 절대강자들이 뭉쳤다
				",9,7,24,https://comicthumb-phinf.pstatic.net/20200831_109/pocket_1598867149322cuueE_JPEG/_7.jpg?type=m260
월풍 [단행본],완결,무협,전혁,"전혁 신무협 장편소설 『월풍』

방탕하게 허송세월을 보내던 월풍. 씁쓸한 좌절을 맛본 뒤 유성을 만나다.
그때부터 펼쳐지는 괴상한 기연. 똑같은 하루가 매일같이 반복된다.
이제, 과거를 뒤엎어 버릴 순간이다. 기회를 놓치지 마라. 숨조차 쉴 수 없이 운명이 변화한다.",9,9,24,https://comicthumb-phinf.pstatic.net/20150526_242/pocket_14326254805364HXDf_JPEG/%BF%F9%C7%B31500_9%28%BF%CF%B0%E1%29.jpg?type=m260
환생록 [단행본],완결,무협,이재형,"고금제일에 가장 가까운 절대강자 문원은 암계에 빠져 이승의 끈을 놓고, 복건성의 증소문파 신검문의 문주가 되어 눈을 떴다.
단지 벗을 만들고 싶었을 뿐이다.
그 결과가 이것인가.
문원이자, 유일성이 된 성난 사자가 천하를 상대로 발검하다.",9,9,16,https://comicthumb-phinf.pstatic.net/20180201_181/pocket_1517488561285j9DdM_JPEG/image.JPEG?type=m260
리셋 위저드 [단행본],완결,판타지,재유,"재유 판타지 장편소설 『리셋 위저드』

60년을 넘게 살더니 운수 좋은 날도 있더라.
근데 그 좋은 운수가, 너무나도 큰 기연이었다.
아티팩트 상점으로 입에 풀칠하며 사는 노마법사 데르먼.
그에게 찾아온 운 좋은 기연, 과거 회귀.
빚쟁이들의 지독한 독촉에 뿔뿔이 흩어진 가족.
16살 때부터 해 온 용병생활로 겪었던 천대와 무시.
전쟁터에서 살아남기 위해 품었던 독기와 악의.
모든 것을 되돌릴 단 한 번의 기회.

일생이 리셋된 낙오 마법사의 대역전기.",32,11,36,https://comicthumb-phinf.pstatic.net/20141121_24/pocket_1416531257349DHKQO_JPEG/TS_image11.jpg?type=m260
의기 [단행본],완결,무협,황규영,"정의가 죽어버린 세상.
정의를 주장하면 쫓겨 다녀야 하는 세상.
조용히 살면 다 잘 될 줄 알았다.

동네 책가게를 운영하는 고대문자 전문가, 최대한.
전설로만 전해지던 고대의 책 한 권이 그의 손에 들어왔다.

태풍이 온다.",9,6,25,https://comicthumb-phinf.pstatic.net/20140617_137/pocket_1402980542248goh9O_JPEG/%C0%C7%B1%E2%B1%C7%BC%F6%C7%A5%B1%E2-6%B1%C7.jpg?type=m260
사실래요? [BL],완결,BL,주황연,"“이거 당신 명함입니까?”
“제 것이 맞네요. 이거 어디서 났어요? 전 드린 기억이 없는데.”

떼인 돈을 받으러 찾아간 명함의 주인은 전혀 다른 사람이었다. 키가 크고 단단해 보이는 어깨로 체격이 좋았으며 반듯한 이마 아래 날렵한 콧날이 잘생겼다.

잘못 흘러들어온 명함 하나로 만나게 된 로키와 록희.

“자신을 스스로 왜 이렇게 싸구려로 만들어 버리죠?”
“저 사실 겁니까? 안 살 거면 이래라저래라 관여하지 마시죠.”
“내가 당신, 살까요?”

돈과 육체로 맺어진 인연. 그 인연 속에 존재하는 악연을 모른 채 그들은 서로에게 조금씩 다가간다.",1,55,10,https://comicthumb-phinf.pstatic.net/20170803_198/pocket_1501749714169NSEJB_JPEG/___.jpg?type=m260
"악마라고 불러다오 1,2 - 블랙 라벨 클럽 022 [단행본]",완결,로판,안테,"가슴 전문 스타 성형의사이자, 절대영도의 미남 현신.
그러나 그 정체는 인간의 ‘오만’을 흡수하는 대악마!
눈빛만으로 모두를 홀리는 마력의 이 남자,
의외로 ‘피’를 두려워한다는 약점이 있다.
인간계에서 의사로 살아가기에는 너무나 치명적인 체질.
그런데 어느 날 나타난 당돌한 여자, 이나에게는
현신의 유혹이 전혀 통하지 않을뿐더러,
그녀와 함께 있으면 피를 봐도 아무렇지도 않다.
이 여자, 곁에 두고 싶다. 계약을 맺어서라도!

“인간답게 너에게 한번 다가가 볼까.
네가 날 좋아하게 된다면야, 이 모든 건 쉬워질 테니까.”",33,4,105,https://comicthumb-phinf.pstatic.net/20160405_134/pocket_1459837117732BXp3X_JPEG/akbul_1_1.jpg?type=m260
그날 밤 그 남자가 왜,완결,로맨스,장현미,"“그럼, 나랑 잘래?”
“뭐, 뭐라고?”
“나랑 자자고.”

헐, 이게 도대체 무슨 일?
오랫동안 짝사랑했던 선배에게 고백했다가 무참히 차인 슬픈 날,
‘무결점 완벽남’이자 옆집 친구인 ‘우시인’의 청천벽력 같은 말에
그저 평범하기만 했던 나, 고낭만의 인생은 180도 바뀌고 말았다.
11년 전 ‘좋아한다’고 고백했다가 여자로 보이지 않는다는 그놈 때문에 그렇게 아파했던 나에게,
그저 믿을 수 있다는 이유로, 안전하다는 이유로 나와 자고 싶다는 그놈의 말에
콧방귀를 뀌며 ‘싫다’고 당당하게 대답했던 나인데,
맙소사!
그의 키스 한 번에 이성을 상실해 버린 난, 결국 그놈과 자고 말았다!

*[그날 밤 그 남자가 왜]는 중편 소설로, [오만한 남자의 키스]에 이은 ‘옆집 친구 시리즈’입니다.",1,12,69,https://comicthumb-phinf.pstatic.net/20150302_244/pocket_1425224240708oKAnI_JPEG/%B1%D7%B3%AF%B9%E3%B1%D7%B3%B2%C0%DA%B0%A1%BF%D6_%C0%FC%C0%DA%C3%A5.jpg?type=m260
그대 곁에 잠들다 [독점],완결,로맨스,플라비,"사방은 어두웠고, 조용히 세상을 적시던 빗줄기는 점점 거세졌다. 아무런 감각도, 희망도 없는 상태에서 나는 우스꽝스러운 대리운전 광고를 듣고 있었다. 그리고 잠시 후 흘러나온 새벽의 라디오 방송에서 처음으로 너를 만났다. 벼랑 끝에서 위태롭게 서 있던 내게, 너는 한줄기 빛이 되어 찾아왔다……. 아주 특별한 목소리를 가진 여자와 그런 그녀를 곁에 두어야지만 잠들 수 있는 남자의 심쿵 달달한 동거 로맨스! 때로는 포근하고, 때로는 아찔한 그들의 침실로 여러분을 초대합니다.
				",1,96,1260,https://comicthumb-phinf.pstatic.net/20170228_174/pocket_1488216263142SuAH7_JPEG/111.jpg?type=m260
초능력자 : 붉은혜성 [단행본],완결,판타지,크레도,"붉은 운석이 떨어지고 우연히 얻은 초능력.
그 이후 세계는 혼란에 빠지고,
새로운 힘을 지닌 단체와 존재들이 속속들이 나타나는데!
세상에서 가장 강한 힘을 가진 사나이, 신성.
그가 바로 세계의 중심이 되어 간다!",9,7,66,https://comicthumb-phinf.pstatic.net/20150204_2/pocket_1423012694809X3J56_JPEG/%C7%A5%C1%F6-%C3%CA%B4%C9%B7%C2%C0%DA07.jpg?type=m260
강호질풍전 [단행본],완결,무협,취룡,"수백 년 뒤, 인세의 힘으로는 감당하지 못할 마가 강림한다.

절대적이라 해도 좋을 태을진인의 예언에 선인 강호는 미래 인세를 구하고자 스스로 시공진 안에 들어갔다.

그리고 천 년.
시공진 밖으로 나온 강호를 기다리고 있던 것은 실로 충격적인 사실이었다.

“혀, 혈랑마존이라면 이미 폭뢰신창이 물리쳤는데요.”

무림은 물론이고 세상을 멸망으로 몰고갈 뻔 한 거마 혈랑마존은 폭뢰신창 천화에게 격퇴되었다.
그것도 시공진이 깨지기 일 년 전에.

“나… 이제 뭐하지?”

선인 강호.
미래 인세를 구하겠다는 일념 하에 세상을 등졌던 그는, 그렇게 천 년 후의 세상에 홀로 남겨졌다.",32,9,39,https://comicthumb-phinf.pstatic.net/20150825_228/pocket_1440484990251g2yBk_JPEG/_1.jpg?type=m260
무적군림 [단행본],완결,무협,임영기,"지옥에서의 귀환자, 악인을 죽이는 처형자, 죽지 않는 불사자로서 염마도를 움켜쥔 사나이가 외친다. ""지옥을 멸하고 그 위에 군림하리라!"" 천하여, 숨을 죽여라. 그의 복수행이 시작됐다.
				",9,12,39,https://comicthumb-phinf.pstatic.net/20130111_33/pocket_1357899918828SGCp8_JPEG/CP_DATA_76287302176710441699788925127590.jpg?type=m260
용혈무궁 [단행본],완결,무협,한수오,"<노는칼> <보검박도> <월하강호>
의 작가 한수오의 신무협소설

<용혈무궁>

40년 전.

신구대전(新舊大戰)이 있었다.

새로운 정권의 추종세력 천무맹(天武盟)과
구시대의 추종세력 구중련(九重聯)의 충돌 속에
최후의 승자는, 뜻밖에도 새롭게 등장한
무소불위(無所不爲)의 일곱 절대자, 칠요(七曜)였다!! .

그들이 지배하는 세상.

새로운 태풍이 조용히 북상하고 있었다.

아무도 그 이동 경로를 예측할 수 없었다.

그리고 그 광풍난마의 중심에서 조용히 관조하는 사람이 있었다!!

龍血無窮―용의 피는 다하지 않는다!",3,9,7,https://comicthumb-phinf.pstatic.net/20140918_128/pocket_1411022455377Dcop9_JPEG/%BF%EB%C7%F7%B9%AB%B1%C3.jpg?type=m260
왕자님의 약혼녀,완결,로맨스,키아르네,"대한민국의 평범한 직장인 진세희.

집에서는 결혼하라는 엄마에게 치이고,
회사에서는 상사에게 치이다,
어느 먼 나라의 왕자님에게 제대로 치였다!

“리먼과 결혼해 주면 됩니다.”
“저거랑요?”
“이쪽도 그다지 마음에 드는 선택지는 아냐.”

어느날 갑자기 신데렐라가 되어 버린 세희와
사랑에 빠진 진짜 왕자님 리먼.

그들의 동화는 해피엔딩이 될 수 있을까?",1,70,19,https://comicthumb-phinf.pstatic.net/20170302_247/pocket_1488420929321mld6p_JPEG/_.jpg?type=m260
라스트 커맨더,완결,현판,가휼,"아무리 다치고 쓰러져도 다시 일어나는 불사조 강진!
화염을 걷는 헌터가 되어 과거를 바꾸다!

어느 날 게이트가 열리고
그곳을 공략하여 헌터가 된 이들이 세상의 갑이 된다!
새로운 세상으로 인해 풍비박산 난 집안을 살리려
상사와 그보다 더한 헌터라는 종자들의 갑질을 당하는 강진!

그러던 어느 날 그의 앞에 나타난 게이트!
현실에 부딪칠 용기를 내고 그곳에 한 발을 디디는데……

오색찬란한 불사조의 시간회귀로 과거로 돌아간 강진!
군을 통솔하는 전장의 화신이 되어 가족을 지키겠다!",1,256,26,https://comicthumb-phinf.pstatic.net/20160108_113/pocket_1452231390503f9Gs8_JPEG/lc.jpg?type=m260
푸른 동백꽃,완결,로맨스,윤재희,"푸른 동백꽃이 필 때면 시간의 길을 걷는 여인, 허고은.
그 시간의 길에서는 남들이 보지 못하는 과거, 현재, 미래를 전부 볼 수 있다.

“내가 이 세계에 발을 붙이고 있는 이유는 너야.”

살아 있는 사람도 아니고, 죽은 것도 아닌 고은이 계속해서 현재로 돌아오는 이유는 다름 아닌
자신의 가족과 사랑하는 정혼자 때문.

“제 영혼을 팔아서라도 지킬 것입니다.”

얽힌 운명의 실타래를 풀기 위해, 소중한 이들을 지키기 위해,
목숨까지 버려가며 자신을 지키려는 정혼자, 선호를 살리기 위해,
그녀는 다시 한 번 영혼을 바꾸게 된다.

“절대로 네 곁을 떠나지도, 널 버리지도 않는 온전한 네 사내가 된 거야. 너와 혼례를 올린 의미는 그런 의미인 거야.”

시간의 길을 계속해서 걸으며 그녀는 운명을 바꾸기 위해 노력하는데,
그녀는 운명을 바꿀 수 있게 될까?

조선시대 시간 여행 소설, 푸른 동백꽃.",1,70,15,https://comicthumb-phinf.pstatic.net/20160503_165/pocket_1462255429359k7S9r_JPEG/pp.jpg?type=m260
제라스의 여관,완결,판타지,사이딘,"대륙 최고의 마법사이자 황제의 유일한 친구 제라스. 대륙을 평정한 후 자유의 몸이 되어 홀연히 떠났던 그에게 더 이상 대마법사 제라스의 영혼은 남아 있지 않았다.
한평생 주먹질로 먹고산 방지한. 믿었던 동생의 배신으로 죽음을 맞이하고, 낯선 몸으로 다시 눈을 뜬 곳은 처음 보는 여관 안.
“제라스, 그게 누군데?”
새로운 삶이 주어진 건 좋은데 말이야, 왜 이런 다 무너져 가는 여관을 운영해야 하는 거냐고! 게다가 왜 이렇게 이상한 녀석들만 모여드는 거지? 제라스, 너 대체 뭐 하던 녀석인 거야!
단순무식의 대명사 방지한의 대마법사로 거듭나기. 아니, 자신의 이름을 딴 여관 주인장으로 살아가기!",1,164,36,https://comicthumb-phinf.pstatic.net/20160215_291/pocket_1455515513502GyXPe_JPEG/jerase_cover.jpg?type=m260
